,Name,State,title,frequency,units,seasonal_adjustment,last_updated,id,notes,series id,realtime_start,realtime_end,observation_start,observation_end,frequency_short,units_short,seasonal_adjustment_short,popularity,full_state,index
10,BusinessApplications,GA,Business Applications for Georgia,"Weekly, Ending Saturday",Number,Not Seasonally Adjusted,2022-11-17 11:03:03-06:00,BUSAPPWNSAGA,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).  See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",BUSAPPWNSAGA,2022-11-20 00:00:00,2022-11-20 00:00:00,2006-01-07 00:00:00,2022-11-12 00:00:00,W,Number,NSA,2,,
11,BusinessApplications,HI,Business Applications for Hawaii,"Weekly, Ending Saturday",Number,Not Seasonally Adjusted,2022-11-17 11:03:04-06:00,BUSAPPWNSAHI,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).  See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",BUSAPPWNSAHI,2022-11-20 00:00:00,2022-11-20 00:00:00,2006-01-07 00:00:00,2022-11-12 00:00:00,W,Number,NSA,1,,
12,BusinessApplications,IA,Business Applications for Iowa,"Weekly, Ending Saturday",Number,Not Seasonally Adjusted,2022-11-17 11:03:04-06:00,BUSAPPWNSAIA,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).  See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",BUSAPPWNSAIA,2022-11-20 00:00:00,2022-11-20 00:00:00,2006-01-07 00:00:00,2022-11-12 00:00:00,W,Number,NSA,1,,
13,BusinessApplications,ID,Business Applications for Idaho,"Weekly, Ending Saturday",Number,Not Seasonally Adjusted,2022-11-17 11:03:04-06:00,BUSAPPWNSAID,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).  See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",BUSAPPWNSAID,2022-11-20 00:00:00,2022-11-20 00:00:00,2006-01-07 00:00:00,2022-11-12 00:00:00,W,Number,NSA,1,,
14,BusinessApplications,IL,Business Applications for Illinois,"Weekly, Ending Saturday",Number,Not Seasonally Adjusted,2022-11-17 11:03:04-06:00,BUSAPPWNSAIL,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).  See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",BUSAPPWNSAIL,2022-11-20 00:00:00,2022-11-20 00:00:00,2006-01-07 00:00:00,2022-11-12 00:00:00,W,Number,NSA,1,,
15,BusinessApplications,IN,Business Applications for Indiana,"Weekly, Ending Saturday",Number,Not Seasonally Adjusted,2022-11-17 11:03:05-06:00,BUSAPPWNSAIN,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).  See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",BUSAPPWNSAIN,2022-11-20 00:00:00,2022-11-20 00:00:00,2006-01-07 00:00:00,2022-11-12 00:00:00,W,Number,NSA,1,,
16,BusinessApplications,KS,Business Applications for Kansas,"Weekly, Ending Saturday",Number,Not Seasonally Adjusted,2022-11-17 11:03:05-06:00,BUSAPPWNSAKS,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).  See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",BUSAPPWNSAKS,2022-11-20 00:00:00,2022-11-20 00:00:00,2006-01-07 00:00:00,2022-11-12 00:00:00,W,Number,NSA,1,,
17,BusinessApplications,KY,Business Applications for Kentucky,"Weekly, Ending Saturday",Number,Not Seasonally Adjusted,2022-11-17 11:03:05-06:00,BUSAPPWNSAKY,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).  See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",BUSAPPWNSAKY,2022-11-20 00:00:00,2022-11-20 00:00:00,2006-01-07 00:00:00,2022-11-12 00:00:00,W,Number,NSA,1,,
18,BusinessApplications,LA,Business Applications for Louisiana,"Weekly, Ending Saturday",Number,Not Seasonally Adjusted,2022-11-17 11:03:05-06:00,BUSAPPWNSALA,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).  See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",BUSAPPWNSALA,2022-11-20 00:00:00,2022-11-20 00:00:00,2006-01-07 00:00:00,2022-11-12 00:00:00,W,Number,NSA,1,,
19,BusinessApplications,MA,Business Applications for Massachusetts,"Weekly, Ending Saturday",Number,Not Seasonally Adjusted,2022-11-17 11:03:06-06:00,BUSAPPWNSAMA,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).  See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",BUSAPPWNSAMA,2022-11-20 00:00:00,2022-11-20 00:00:00,2006-01-07 00:00:00,2022-11-12 00:00:00,W,Number,NSA,1,,
20,BusinessApplications,MD,Business Applications for Maryland,"Weekly, Ending Saturday",Number,Not Seasonally Adjusted,2022-11-17 11:03:06-06:00,BUSAPPWNSAMD,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).  See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",BUSAPPWNSAMD,2022-11-20 00:00:00,2022-11-20 00:00:00,2006-01-07 00:00:00,2022-11-12 00:00:00,W,Number,NSA,1,,
21,BusinessApplications,ME,Business Applications for Maine,"Weekly, Ending Saturday",Number,Not Seasonally Adjusted,2022-11-17 11:03:06-06:00,BUSAPPWNSAME,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).  See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",BUSAPPWNSAME,2022-11-20 00:00:00,2022-11-20 00:00:00,2006-01-07 00:00:00,2022-11-12 00:00:00,W,Number,NSA,1,,
22,BusinessApplications,MI,Business Applications for Michigan,"Weekly, Ending Saturday",Number,Not Seasonally Adjusted,2022-11-17 11:03:06-06:00,BUSAPPWNSAMI,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).  See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",BUSAPPWNSAMI,2022-11-20 00:00:00,2022-11-20 00:00:00,2006-01-07 00:00:00,2022-11-12 00:00:00,W,Number,NSA,1,,
23,BusinessApplications,MN,Business Applications for Minnesota,"Weekly, Ending Saturday",Number,Not Seasonally Adjusted,2022-11-17 11:03:06-06:00,BUSAPPWNSAMN,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).  See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",BUSAPPWNSAMN,2022-11-20 00:00:00,2022-11-20 00:00:00,2006-01-07 00:00:00,2022-11-12 00:00:00,W,Number,NSA,1,,
24,BusinessApplications,MO,Business Applications for Missouri,"Weekly, Ending Saturday",Number,Not Seasonally Adjusted,2022-11-17 11:03:06-06:00,BUSAPPWNSAMO,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).  See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",BUSAPPWNSAMO,2022-11-20 00:00:00,2022-11-20 00:00:00,2006-01-07 00:00:00,2022-11-12 00:00:00,W,Number,NSA,1,,
25,BusinessApplications,MS,Business Applications for Mississippi,"Weekly, Ending Saturday",Number,Not Seasonally Adjusted,2022-11-17 11:03:07-06:00,BUSAPPWNSAMS,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).  See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",BUSAPPWNSAMS,2022-11-20 00:00:00,2022-11-20 00:00:00,2006-01-07 00:00:00,2022-11-12 00:00:00,W,Number,NSA,1,,
26,BusinessApplications,MT,Business Applications for Montana,"Weekly, Ending Saturday",Number,Not Seasonally Adjusted,2022-11-17 11:03:07-06:00,BUSAPPWNSAMT,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).  See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",BUSAPPWNSAMT,2022-11-20 00:00:00,2022-11-20 00:00:00,2006-01-07 00:00:00,2022-11-12 00:00:00,W,Number,NSA,1,,
27,BusinessApplications,NC,Business Applications for North Carolina,"Weekly, Ending Saturday",Number,Not Seasonally Adjusted,2022-11-17 11:03:07-06:00,BUSAPPWNSANC,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).  See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",BUSAPPWNSANC,2022-11-20 00:00:00,2022-11-20 00:00:00,2006-01-07 00:00:00,2022-11-12 00:00:00,W,Number,NSA,1,,
28,BusinessApplications,ND,Business Applications for North Dakota,"Weekly, Ending Saturday",Number,Not Seasonally Adjusted,2022-11-17 11:03:08-06:00,BUSAPPWNSAND,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).  See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",BUSAPPWNSAND,2022-11-20 00:00:00,2022-11-20 00:00:00,2006-01-07 00:00:00,2022-11-12 00:00:00,W,Number,NSA,1,,
29,BusinessApplications,NE,Business Applications for Nebraska,"Weekly, Ending Saturday",Number,Not Seasonally Adjusted,2022-11-17 11:03:08-06:00,BUSAPPWNSANE,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).  See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",BUSAPPWNSANE,2022-11-20 00:00:00,2022-11-20 00:00:00,2006-01-07 00:00:00,2022-11-12 00:00:00,W,Number,NSA,1,,
30,BusinessApplications,NH,Business Applications for New Hampshire,"Weekly, Ending Saturday",Number,Not Seasonally Adjusted,2022-11-17 11:03:08-06:00,BUSAPPWNSANH,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).  See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",BUSAPPWNSANH,2022-11-20 00:00:00,2022-11-20 00:00:00,2006-01-07 00:00:00,2022-11-12 00:00:00,W,Number,NSA,1,,
31,BusinessApplications,NJ,Business Applications for New Jersey,"Weekly, Ending Saturday",Number,Not Seasonally Adjusted,2022-11-17 11:03:09-06:00,BUSAPPWNSANJ,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).  See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",BUSAPPWNSANJ,2022-11-20 00:00:00,2022-11-20 00:00:00,2006-01-07 00:00:00,2022-11-12 00:00:00,W,Number,NSA,1,,
32,BusinessApplications,NM,Business Applications for New Mexico,"Weekly, Ending Saturday",Number,Not Seasonally Adjusted,2022-11-17 11:03:09-06:00,BUSAPPWNSANM,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).  See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",BUSAPPWNSANM,2022-11-20 00:00:00,2022-11-20 00:00:00,2006-01-07 00:00:00,2022-11-12 00:00:00,W,Number,NSA,1,,
33,BusinessApplications,NV,Business Applications for Nevada,"Weekly, Ending Saturday",Number,Not Seasonally Adjusted,2022-11-17 11:03:09-06:00,BUSAPPWNSANV,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).  See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",BUSAPPWNSANV,2022-11-20 00:00:00,2022-11-20 00:00:00,2006-01-07 00:00:00,2022-11-12 00:00:00,W,Number,NSA,1,,
34,BusinessApplications,NY,Business Applications for New York,"Weekly, Ending Saturday",Number,Not Seasonally Adjusted,2022-11-17 11:03:09-06:00,BUSAPPWNSANY,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).  See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",BUSAPPWNSANY,2022-11-20 00:00:00,2022-11-20 00:00:00,2006-01-07 00:00:00,2022-11-12 00:00:00,W,Number,NSA,11,,
35,BusinessApplications,OH,Business Applications for Ohio,"Weekly, Ending Saturday",Number,Not Seasonally Adjusted,2022-11-17 11:03:10-06:00,BUSAPPWNSAOH,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).  See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",BUSAPPWNSAOH,2022-11-20 00:00:00,2022-11-20 00:00:00,2006-01-07 00:00:00,2022-11-12 00:00:00,W,Number,NSA,2,,
36,BusinessApplications,OK,Business Applications for Oklahoma,"Weekly, Ending Saturday",Number,Not Seasonally Adjusted,2022-11-17 11:03:10-06:00,BUSAPPWNSAOK,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).  See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",BUSAPPWNSAOK,2022-11-20 00:00:00,2022-11-20 00:00:00,2006-01-07 00:00:00,2022-11-12 00:00:00,W,Number,NSA,2,,
37,BusinessApplications,OR,Business Applications for Oregon,"Weekly, Ending Saturday",Number,Not Seasonally Adjusted,2022-11-17 11:03:10-06:00,BUSAPPWNSAOR,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).  See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",BUSAPPWNSAOR,2022-11-20 00:00:00,2022-11-20 00:00:00,2006-01-07 00:00:00,2022-11-12 00:00:00,W,Number,NSA,1,,
38,BusinessApplications,PA,Business Applications for Pennsylvania,"Weekly, Ending Saturday",Number,Not Seasonally Adjusted,2022-11-17 11:03:10-06:00,BUSAPPWNSAPA,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).  See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",BUSAPPWNSAPA,2022-11-20 00:00:00,2022-11-20 00:00:00,2006-01-07 00:00:00,2022-11-12 00:00:00,W,Number,NSA,1,,
39,BusinessApplications,RI,Business Applications for Rhode Island,"Weekly, Ending Saturday",Number,Not Seasonally Adjusted,2022-11-17 11:03:10-06:00,BUSAPPWNSARI,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).  See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",BUSAPPWNSARI,2022-11-20 00:00:00,2022-11-20 00:00:00,2006-01-07 00:00:00,2022-11-12 00:00:00,W,Number,NSA,1,,
40,BusinessApplications,SC,Business Applications for South Carolina,"Weekly, Ending Saturday",Number,Not Seasonally Adjusted,2022-11-17 11:03:11-06:00,BUSAPPWNSASC,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).  See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",BUSAPPWNSASC,2022-11-20 00:00:00,2022-11-20 00:00:00,2006-01-07 00:00:00,2022-11-12 00:00:00,W,Number,NSA,1,,
41,BusinessApplications,SD,Business Applications for South Dakota,"Weekly, Ending Saturday",Number,Not Seasonally Adjusted,2022-11-17 11:03:11-06:00,BUSAPPWNSASD,"Business Applications (BA): The core business applications series that corresponds to a subset of all EIN applications. BA includes all applications for an EIN, except for applications for tax liens, estates, trusts, or certain financial filings, applications with no state-county geocodes, applications from certain agricultural, public entities, and applications in certain industries (e.g. private households, civic and social organizations).  See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",BUSAPPWNSASD,2022-11-20 00:00:00,2022-11-20 00:00:00,2006-01-07 00:00:00,2022-11-12 00:00:00,W,Number,NSA,1,,
