,State,Date,BusinessApplications,ConstructionEmployees,ConstructionWages,HighPropensityBusinessApplications,HousePriceIdx,NewHousingPermits,RealGDP,TotalHighPropensityNAICs,TotalNAICs,UnemploymentRate,ZillowHomeValue
37,AK,2014-02-01,127.5,34.8,1458893.3333333333,57.5,295.56333333333333,88.7194178038091,53858.299999999996,189.0,432.0,6.9,255028.0
38,AK,2014-03-01,132.0,34.9,1445690.6666666667,60.0,297.5866666666667,104.49533421960699,53935.9,213.0,466.0,6.9,255609.0
39,AK,2014-04-01,130.0,35.0,1432488.0,55.0,299.61,97.31496090658399,54013.5,184.0,447.0,6.9,256117.0
40,AK,2014-05-01,108.0,35.0,1424062.6666666667,54.0,300.8666666666667,107.426170749437,54099.63333333333,188.0,413.0,6.9,256098.0
41,AK,2014-06-01,112.5,34.9,1415637.3333333333,52.5,302.12333333333333,79.7140818047771,54185.76666666667,194.0,466.0,6.9,255757.0
42,AK,2014-07-01,87.5,35.0,1407212.0,45.0,303.38,105.482831560794,54271.9,203.0,428.0,6.8,256082.0
43,AK,2014-08-01,104.0,35.1,1413746.6666666667,40.0,303.0333333333333,100.926674016129,54410.200000000004,177.0,462.0,6.8,256806.0
44,AK,2014-09-01,92.5,35.3,1420281.3333333333,42.5,302.68666666666667,103.29334340390801,54548.5,200.0,450.0,6.7,257620.0
45,AK,2014-10-01,95.0,35.4,1426816.0,47.5,302.34,144.002738906174,54686.8,204.0,460.0,6.5,258436.0
46,AK,2014-11-01,102.0,35.7,1476696.0,42.0,303.32666666666665,91.9658322713129,54861.4,201.0,484.0,6.4,258959.0
47,AK,2014-12-01,95.0,36.0,1526576.0,40.0,304.31333333333333,102.076220201945,55036.0,166.0,424.0,6.3,260135.0
48,AK,2015-01-01,128.0,36.2,1576456.0,64.0,305.3,88.13102916957399,55210.6,246.0,581.0,6.2,261023.0
49,AK,2015-02-01,130.0,36.1,1571986.6666666667,55.0,306.3566666666667,89.6380359550695,55023.9,197.0,484.0,6.3,261695.0
50,AK,2015-03-01,140.0,36.4,1567517.3333333333,57.5,307.41333333333336,89.0038473772933,54837.2,197.0,481.0,6.3,261888.0
51,AK,2015-04-01,135.0,36.2,1563048.0,62.5,308.47,100.178667711405,54650.5,203.0,467.0,6.3,262956.0
52,AK,2015-05-01,124.0,35.4,1535374.6666666667,50.0,309.69666666666666,85.9643727490158,54620.6,185.0,452.0,6.3,264783.0
53,AK,2015-06-01,117.5,35.2,1507701.3333333333,55.0,310.92333333333335,117.112955531906,54590.700000000004,214.0,494.0,6.3,266524.0
54,AK,2015-07-01,105.0,34.9,1480028.0,47.5,312.15,112.75840514562599,54560.8,214.0,487.0,6.2,267173.0
55,AK,2015-08-01,108.0,34.8,1479454.6666666667,48.0,312.43,113.72871976013701,54554.36666666667,214.0,488.0,6.2,266911.0
56,AK,2015-09-01,97.5,34.3,1478881.3333333333,47.5,312.71,102.781654171872,54547.933333333334,232.0,519.0,6.2,266581.0
57,AK,2015-10-01,130.0,34.3,1478308.0,64.0,312.99,134.19972139576998,54541.5,298.0,603.0,6.3,266545.0
58,AK,2015-11-01,92.5,33.8,1449757.3333333333,42.5,313.22,110.303455805981,54716.066666666666,206.0,470.0,6.3,267232.0
59,AK,2015-12-01,100.0,33.6,1421206.6666666667,47.5,313.45,135.390708907201,54890.63333333333,181.0,443.0,6.4,268353.0
60,AK,2016-01-01,130.0,33.0,1392656.0,58.0,313.68,141.431930731099,55065.2,225.0,594.0,6.4,269609.0
61,AK,2016-02-01,145.0,32.7,1381208.0,60.0,314.37666666666667,151.257288819796,54775.96666666667,219.0,529.0,6.5,270716.0
62,AK,2016-03-01,157.5,32.3,1369760.0,62.5,315.0733333333333,135.488833600245,54486.73333333333,224.0,546.0,6.5,270932.0
63,AK,2016-04-01,148.0,31.8,1358312.0,56.0,315.77,121.07546398567301,54197.5,201.0,522.0,6.5,270605.0
64,AK,2016-05-01,140.0,31.5,1352068.0,65.0,316.42,133.46487842424298,54081.4,225.0,548.0,6.6,270034.0
65,AK,2016-06-01,130.0,30.6,1345824.0,60.0,317.07,99.91012887762291,53965.299999999996,212.0,519.0,6.6,269555.0
66,AK,2016-07-01,118.0,30.5,1339580.0,46.0,317.72,111.905652679874,53849.2,213.0,555.0,6.6,269487.0
67,AK,2016-08-01,112.5,30.0,1313705.3333333333,47.5,317.08000000000004,109.44006351878001,53857.666666666664,200.0,489.0,6.7,269066.0
68,AK,2016-09-01,105.0,29.5,1287830.6666666667,45.0,316.44,160.683949677833,53866.13333333333,220.0,525.0,6.7,269315.0
69,AK,2016-10-01,112.0,29.4,1261956.0,50.0,315.8,115.888338282554,53874.6,227.0,523.0,6.7,269555.0
70,AK,2016-11-01,97.5,29.5,1242204.0,42.5,316.35,131.903406157676,53933.03333333333,211.0,513.0,6.7,270064.0
71,AK,2016-12-01,102.0,29.2,1222452.0,44.0,316.9,124.439313763552,53991.46666666667,193.0,518.0,6.7,270180.0
72,AK,2017-01-01,140.0,28.9,1202700.0,55.0,317.45,103.908120913788,54049.9,185.0,531.0,6.6,270077.0
73,AK,2017-02-01,140.0,28.9,1205426.6666666667,55.0,317.64,126.962492485973,54077.86666666667,193.0,527.0,6.6,269836.0
74,AK,2017-03-01,150.0,28.4,1208153.3333333333,52.5,317.83,114.69203730211099,54105.833333333336,192.0,530.0,6.5,269491.0
75,AK,2017-04-01,164.0,28.3,1210880.0,62.0,318.02,149.426358519428,54133.8,205.0,584.0,6.5,269542.0
76,AK,2017-05-01,165.0,28.0,1215356.0,67.5,319.2366666666667,126.50547107700199,54346.23333333334,226.0,635.0,6.5,269893.0
77,AK,2017-06-01,140.0,28.2,1219832.0,47.5,320.4533333333333,135.02187326550398,54558.666666666664,187.0,583.0,6.5,270594.0
78,AK,2017-07-01,138.0,28.3,1224308.0,56.0,321.67,113.495963164859,54771.1,241.0,619.0,6.5,271108.0
79,AK,2017-08-01,140.0,28.4,1214516.0,42.5,321.7633333333333,146.838658286221,54567.36666666667,185.0,601.0,6.5,271362.0
80,AK,2017-09-01,122.0,28.4,1204724.0,42.0,321.8566666666667,119.534563969509,54363.63333333333,182.0,578.0,6.5,272016.0
81,AK,2017-10-01,125.0,28.0,1194932.0,42.5,321.95,133.335260458256,54159.9,188.0,571.0,6.5,272674.0
82,AK,2017-11-01,145.0,27.8,1217680.0,37.5,321.7033333333333,144.202829523096,53969.23333333334,194.0,782.0,6.5,273036.0
83,AK,2017-12-01,160.0,27.6,1240428.0,48.0,321.45666666666665,130.446223130314,53778.566666666666,220.0,834.0,6.4,272749.0
84,AK,2018-01-01,197.5,28.4,1263176.0,65.0,321.21,158.51508131186702,53587.9,224.0,750.0,6.3,272054.0
85,AK,2018-02-01,202.5,28.2,1267398.6666666667,55.0,321.95666666666665,149.597852947987,53448.933333333334,198.0,743.0,6.2,271622.0
86,AK,2018-03-01,216.0,28.3,1271621.3333333333,58.0,322.7033333333333,153.581584335536,53309.96666666667,210.0,765.0,6.1,271360.0
87,AK,2018-04-01,222.5,28.0,1275844.0,65.0,323.45,110.979693762964,53171.0,211.0,798.0,6.0,271414.0
88,AK,2018-05-01,217.5,28.0,1301662.6666666667,60.0,323.5566666666667,149.348354167404,53195.96666666667,197.0,797.0,5.9,271970.0
89,AK,2018-06-01,202.0,28.2,1327481.3333333333,52.0,323.6633333333333,162.147422832841,53220.933333333334,219.0,949.0,5.9,272604.0
90,AK,2018-07-01,175.0,28.1,1353300.0,45.0,323.77,127.427851117787,53245.9,188.0,778.0,5.9,273409.0
91,AK,2018-08-01,187.5,28.2,1372952.0,47.5,323.56666666666666,138.39251757863002,53264.96666666667,196.0,834.0,5.8,273749.0
92,AK,2018-09-01,142.0,28.7,1392604.0,38.0,323.36333333333334,125.50624039280599,53284.03333333333,150.0,598.0,5.8,273719.0
93,AK,2018-10-01,127.5,29.2,1412256.0,42.5,323.16,131.802517151792,53303.1,184.0,595.0,5.9,273762.0
94,AK,2018-11-01,172.5,29.2,1415774.6666666667,40.0,324.18333333333334,129.627367927639,53247.5,189.0,893.0,5.9,274047.0
95,AK,2018-12-01,136.0,29.4,1419293.3333333333,40.0,325.2066666666667,163.81969173888,53191.9,182.0,714.0,5.9,274462.0
96,AK,2019-01-01,165.0,29.5,1422812.0,52.5,326.23,122.21559543139601,53136.3,188.0,679.0,5.8,274886.0
97,AK,2019-02-01,205.0,29.6,1427860.0,57.5,327.57666666666665,115.615250305,53115.03333333333,199.0,722.0,5.7,277223.0
98,AK,2019-03-01,192.0,29.6,1432908.0,50.0,328.92333333333335,128.423090498995,53093.76666666667,181.0,681.0,5.6,280242.0
99,AK,2019-04-01,167.5,29.7,1437956.0,57.5,330.27,135.077293161858,53072.5,196.0,599.0,5.5,283362.0
100,AK,2019-05-01,155.0,29.7,1417920.0,55.0,331.03999999999996,160.41071194438499,53361.96666666667,185.0,580.0,5.5,286482.0
101,AK,2019-06-01,134.0,29.7,1397884.0,46.0,331.81,105.466123925168,53651.433333333334,195.0,578.0,5.5,287727.0
102,AK,2019-07-01,135.0,29.6,1377848.0,45.0,332.58,173.697297536945,53940.9,190.0,596.0,5.5,287514.0
103,AK,2019-08-01,142.0,29.8,1392646.6666666667,52.0,332.57666666666665,154.34860991084102,53822.433333333334,212.0,615.0,5.5,289114.0
104,AK,2019-09-01,165.0,29.9,1407445.3333333333,75.0,332.5733333333333,184.597392758872,53703.96666666667,376.0,799.0,5.4,295871.0
105,AK,2019-10-01,182.5,30.0,1422244.0,87.5,332.57,134.646284314118,53585.5,462.0,899.0,5.3,297896.0
106,AK,2019-11-01,152.0,30.1,1442970.6666666667,62.0,333.68333333333334,137.522898629431,53400.333333333336,190.0,671.0,5.2,299765.0
107,AK,2019-12-01,145.0,30.2,1463697.3333333333,52.5,334.7966666666667,138.216508962471,53215.166666666664,258.0,748.0,5.2,296297.0
108,AK,2020-01-01,165.0,30.0,1484424.0,55.0,335.91,144.415445358309,53030.0,196.0,635.0,5.2,297262.0
109,AK,2020-02-01,186.0,30.3,1411074.6666666667,62.0,337.06333333333333,146.679562673108,51533.36666666667,219.0,677.0,5.2,295518.0
110,AK,2020-03-01,172.5,30.0,1337725.3333333333,55.0,338.2166666666667,44.1806642895696,50036.73333333333,194.0,609.0,5.2,293724.0
111,AK,2020-04-01,147.5,26.6,1264376.0,45.0,339.37,89.0899183534533,48540.1,147.0,529.0,11.9,291072.0
112,AK,2020-05-01,170.0,26.1,1291676.0,58.0,340.7633333333333,97.5369633447078,49087.13333333333,206.0,689.0,11.9,291100.0
113,AK,2020-06-01,187.5,25.7,1318976.0,55.0,342.1566666666667,115.65584192851601,49634.166666666664,218.0,808.0,11.3,290882.0
114,AK,2020-07-01,170.0,25.0,1346276.0,52.5,343.55,126.877655148269,50181.2,226.0,767.0,11.2,291250.0
115,AK,2020-08-01,172.0,25.7,1370330.6666666667,58.0,344.6566666666667,135.185522840243,50477.26666666666,239.0,746.0,7.8,291900.0
116,AK,2020-09-01,140.0,26.1,1394385.3333333333,50.0,345.7633333333333,132.857365673715,50773.333333333336,228.0,665.0,7.7,291800.0
117,AK,2020-10-01,136.0,25.9,1418440.0,48.0,346.87,157.30996632329598,51069.4,216.0,652.0,7.3,293073.0
118,AK,2020-11-01,120.0,26.0,1384317.3333333333,47.5,347.96,147.499442058359,50943.03333333333,226.0,622.0,7.2,293980.0
119,AK,2020-12-01,153.33333333333334,26.0,1350194.6666666667,53.333333333333336,349.05,158.86221579292,50816.66666666667,208.0,609.0,7.3,297359.0
120,AK,2021-01-01,176.0,26.1,1316072.0,60.0,350.14,142.872395753893,50690.3,239.0,716.0,7.1,299011.0
121,AK,2021-02-01,182.5,25.9,1317404.0,60.0,354.49333333333334,142.268436329022,50696.16666666667,208.0,655.0,7.0,299422.0
122,AK,2021-03-01,195.0,26.0,1318736.0,70.0,358.84666666666664,148.889932656376,50702.03333333333,269.0,687.0,7.0,299004.0
123,AK,2021-04-01,182.5,25.9,1320068.0,70.0,363.2,151.059283620709,50707.9,230.0,657.0,7.0,299768.0
124,AK,2021-05-01,166.0,26.0,1352609.3333333333,70.0,368.8933333333333,121.57686144569,50783.9,252.0,626.0,6.8,301273.0
125,AK,2021-06-01,155.0,26.4,1385150.6666666667,57.5,374.58666666666664,129.35642831724002,50859.9,220.0,668.0,6.8,302473.0
126,AK,2021-07-01,136.0,26.8,1417692.0,52.0,380.28,137.201697739933,50935.9,226.0,614.0,6.5,303313.0
127,AK,2021-08-01,150.0,26.6,1425865.3333333333,52.5,382.07,122.26964223072099,51005.1,220.0,651.0,6.3,304937.0
128,AK,2021-09-01,142.5,26.2,1434038.6666666667,47.5,383.85999999999996,120.86762968499,51074.3,225.0,676.0,5.9,306205.0
129,AK,2021-10-01,150.0,26.6,1442212.0,54.0,385.65,133.27537122251698,51143.5,260.0,695.0,5.7,307376.0
130,AK,2021-11-01,147.5,27.1,1418362.6666666667,52.5,388.96666666666664,134.573244550671,50452.46666666667,262.0,773.0,5.5,306274.0
131,AK,2021-12-01,150.0,26.9,1394513.3333333333,55.0,392.28333333333336,124.523522583404,49761.433333333334,251.0,715.0,5.5,307416.0
132,AK,2022-01-01,170.0,27.0,1370664.0,62.0,395.6,139.586298758103,49070.4,246.0,733.0,5.6,308496.0
133,AK,2022-02-01,192.5,27.1,1383926.3333333333,72.5,402.47333333333336,154.106349447446,49034.73333333334,264.0,703.0,5.3,312784.0
134,AK,2022-03-01,200.0,27.5,1397188.6666666667,70.0,409.3466666666667,151.557707012798,48999.066666666666,250.0,696.0,4.9,314173.0
135,AK,2022-04-01,196.0,27.6,1410451.0,76.0,416.22,134.73142392776398,48963.4,260.0,711.0,4.8,318100.0
136,AK,2022-05-01,182.5,27.9,1699406.625,67.5,399.04,131.218814063554,66060.5625,236.0,713.0,4.6,321167.0
137,AK,2022-06-01,145.0,28.8,1988362.25,55.0,381.86,108.70403249503201,83157.725,226.0,648.0,4.6,326870.0
138,AK,2022-07-01,150.0,29.0,2277317.875,60.0,364.68,103.92648306823,100254.88750000001,261.0,685.0,4.5,331507.0
139,AK,2022-08-01,145.0,29.3,2566273.5,45.0,347.5,114.329222788209,117352.05000000002,188.0,637.0,4.6,334893.0
140,AK,2022-09-01,145.0,29.7,2855229.125,55.0,330.32,119.741274570036,134449.21250000002,296.0,757.0,4.4,336813.0
141,AK,2022-10-01,164.0,29.8,3144184.75,58.0,313.14,96.0725944098919,151546.375,252.0,727.0,4.5,337222.0
142,AK,2022-11-01,160.0,61.150000000000006,3433140.375,60.0,295.96,557.101825573026,168643.5375,648.5,1633.0,7.3,231448.0
143,AL,2011-01-01,578.0,92.5,3722096.0,246.0,278.78,1018.13105673616,185740.7,1045.0,2539.0,10.1,125674.0
144,AL,2011-02-01,725.0,93.2,3689306.6666666665,295.0,277.53666666666663,891.2689593568609,186076.1,1072.0,2584.0,10.0,125074.0
145,AL,2011-03-01,615.0,93.4,3656517.3333333335,245.0,276.29333333333335,902.673500247632,186411.5,912.0,2333.0,9.9,124701.0
146,AL,2011-04-01,606.0,93.2,3623728.0,248.0,275.05,642.336540317257,186746.9,989.0,2393.0,9.9,124373.0
147,AL,2011-05-01,460.0,93.6,3604552.0,202.5,275.79,712.266837442633,187054.33333333334,825.0,1886.0,9.8,124127.0
148,AL,2011-06-01,570.0,93.2,3585376.0,245.0,276.53,831.028907389588,187361.76666666666,1064.0,2512.0,9.8,123824.0
149,AL,2011-07-01,542.0,92.9,3566200.0,236.0,277.27,808.449478993423,187669.2,1085.0,2533.0,9.7,123496.0
150,AL,2011-08-01,567.5,92.8,3554621.3333333335,240.0,277.9733333333333,821.4995563269,188534.96666666667,1020.0,2490.0,9.6,123170.0
151,AL,2011-09-01,555.0,93.2,3543042.6666666665,242.5,278.6766666666667,899.2046287870301,189400.73333333334,1070.0,2524.0,9.4,122786.0
152,AL,2011-10-01,518.0,92.7,3531464.0,222.0,279.38,960.3615052461549,190266.5,977.0,2286.0,9.2,122390.0
153,AL,2011-11-01,510.0,93.0,3591236.0,202.5,278.4166666666667,950.031893413568,190203.53333333333,1002.0,2520.0,8.9,121858.0
154,AL,2011-12-01,480.0,93.1,3651008.0,192.0,277.4533333333333,903.714356589606,190140.56666666668,1052.0,2711.0,8.7,121478.0
155,AL,2012-01-01,627.5,92.6,3710780.0,252.5,276.49,895.557105704205,190077.6,1008.0,2534.0,8.5,121428.0
156,AL,2012-02-01,710.0,92.4,3711238.6666666665,287.5,275.8466666666667,795.3626980402161,190230.63333333333,1038.0,2500.0,8.4,121454.0
157,AL,2012-03-01,678.0,92.4,3711697.3333333335,268.0,275.2033333333333,1013.9194467876899,190383.6666666667,1000.0,2549.0,8.4,121573.0
158,AL,2012-04-01,637.5,93.1,3712156.0,262.5,274.56,726.828620433607,190536.7,1057.0,2525.0,8.4,121446.0
159,AL,2012-05-01,630.0,91.9,3690993.3333333335,255.0,275.1933333333333,1099.2582848995598,189830.5,1046.0,2635.0,8.4,121445.0
160,AL,2012-06-01,542.0,91.8,3669830.6666666665,226.0,275.82666666666665,935.0958389703709,189124.30000000002,960.0,2371.0,8.3,121342.0
161,AL,2012-07-01,532.5,91.9,3648668.0,215.0,276.46,1161.0132398788699,188418.1,977.0,2492.0,8.2,121326.0
162,AL,2012-08-01,565.0,92.1,3682041.3333333335,232.5,276.62,1143.0788437089,188261.93333333335,976.0,2471.0,8.1,121290.0
163,AL,2012-09-01,500.0,92.1,3715414.6666666665,196.0,276.78,832.984666887054,188105.76666666666,828.0,2224.0,7.9,121341.0
164,AL,2012-10-01,517.5,92.4,3748788.0,195.0,276.94,823.166348822237,187949.6,876.0,2307.0,7.8,121389.0
165,AL,2012-11-01,460.0,92.3,3733058.6666666665,185.0,276.01666666666665,1087.33872100899,189267.63333333333,909.0,2245.0,7.8,121554.0
166,AL,2012-12-01,522.0,91.8,3717329.3333333335,214.0,275.09333333333336,672.448830045769,190585.6666666667,1259.0,3144.0,7.7,121658.0
167,AL,2013-01-01,647.5,91.9,3701600.0,240.0,274.17,930.965980172861,191903.7,948.0,2682.0,7.6,121859.0
168,AL,2013-02-01,710.0,91.2,3716306.6666666665,255.0,274.3966666666667,825.97203330259,191620.23333333334,923.0,2422.0,7.6,122016.0
169,AL,2013-03-01,656.0,92.3,3731013.3333333335,262.0,274.62333333333333,786.80865228219,191336.76666666666,967.0,2417.0,7.5,122345.0
170,AL,2013-04-01,607.5,92.7,3745720.0,232.5,274.85,1032.8711415405198,191053.3,915.0,2396.0,7.4,122618.0
171,AL,2013-05-01,527.5,91.7,3735952.0,207.5,274.66,1133.61790388888,191454.5,837.0,2153.0,7.3,122764.0
172,AL,2013-06-01,540.0,91.8,3726184.0,214.0,274.46999999999997,791.461539043804,191855.69999999998,952.0,2487.0,7.3,122859.0
173,AL,2013-07-01,497.5,91.0,3716416.0,187.5,274.28,922.406026429581,192256.9,859.0,2334.0,7.2,122968.0
174,AL,2013-08-01,556.0,91.3,3714188.0,208.0,273.91666666666663,820.059594643614,191593.03333333333,879.0,2446.0,7.2,123232.0
175,AL,2013-09-01,550.0,90.9,3711960.0,210.0,273.55333333333334,1006.0136689198401,190929.16666666666,935.0,2538.0,7.2,123421.0
176,AL,2013-10-01,570.0,90.9,3709732.0,217.5,273.19,968.483536309815,190265.3,982.0,2543.0,7.2,123578.0
177,AL,2013-11-01,504.0,90.3,3763682.6666666665,192.0,273.76,827.1923743892951,189349.36666666667,932.0,2535.0,7.2,123726.0
178,AL,2013-12-01,460.0,90.9,3817633.3333333335,175.0,274.33,912.0696647760899,188433.43333333332,977.0,2595.0,7.2,123920.0
179,AL,2014-01-01,605.0,90.3,3871584.0,225.0,274.9,847.2014794035131,187517.5,842.0,2382.0,7.2,124074.0
180,AL,2014-02-01,690.0,90.6,3871122.6666666665,235.0,275.17333333333335,1452.0256616342099,188334.26666666666,928.0,2519.0,7.1,124160.0
181,AL,2014-03-01,692.0,90.7,3870661.3333333335,256.0,275.44666666666666,1174.14771427011,189151.03333333333,928.0,2543.0,7.1,124256.0
182,AL,2014-04-01,632.5,91.1,3870200.0,235.0,275.72,905.237982525898,189967.8,924.0,2500.0,7.0,124495.0
183,AL,2014-05-01,562.0,91.1,3887362.6666666665,224.0,276.71333333333337,859.278658295686,190337.13333333333,929.0,2401.0,6.9,124856.0
184,AL,2014-06-01,567.5,91.6,3904525.3333333335,220.0,277.70666666666665,1133.74519026204,190706.46666666665,923.0,2458.0,6.8,125227.0
185,AL,2014-07-01,520.0,91.9,3921688.0,212.5,278.7,1073.06598504525,191075.8,975.0,2464.0,6.7,125539.0
186,AL,2014-08-01,564.0,92.1,3944806.6666666665,232.0,279.12666666666667,1082.31462352636,191045.26666666666,972.0,2445.0,6.6,125825.0
187,AL,2014-09-01,532.5,92.4,3967925.3333333335,207.5,279.55333333333334,1008.96958989785,191014.73333333334,929.0,2448.0,6.5,126007.0
188,AL,2014-10-01,542.5,92.7,3991044.0,210.0,279.98,1301.38174021483,190984.2,972.0,2541.0,6.4,126208.0
189,AL,2014-11-01,496.0,92.6,3990729.3333333335,196.0,280.9866666666667,815.775405534888,190615.6666666667,939.0,2430.0,6.3,126448.0
190,AL,2014-12-01,435.0,92.2,3990414.6666666665,180.0,281.99333333333334,1157.28504165926,190247.13333333333,883.0,2133.0,6.2,126679.0
191,AL,2015-01-01,672.0,91.8,3990100.0,254.0,283.0,1042.2586073268499,189878.6,1142.0,3141.0,6.1,126904.0
192,AL,2015-02-01,720.0,92.0,4018390.6666666665,265.0,283.28,1428.69255614017,190431.0,948.0,2518.0,6.1,127085.0
193,AL,2015-03-01,680.0,90.9,4046681.3333333335,242.5,283.56,876.554294150385,190983.4,909.0,2521.0,6.1,127399.0
194,AL,2015-04-01,655.0,91.7,4074972.0,247.5,283.84,1085.95203568511,191535.8,959.0,2540.0,6.1,127687.0
195,AL,2015-05-01,574.0,92.1,4088161.3333333335,204.0,284.40999999999997,1089.35185063134,191740.03333333333,836.0,2437.0,6.1,127928.0
196,AL,2015-06-01,587.5,92.7,4101350.6666666665,220.0,284.98,1133.54764594045,191944.26666666666,937.0,2537.0,6.2,128086.0
197,AL,2015-07-01,567.5,92.6,4114540.0,210.0,285.55,967.333720077119,192148.5,937.0,2676.0,6.2,128294.0
198,AL,2015-08-01,624.0,93.2,4127748.0,230.0,286.20666666666665,1797.8803609484803,192025.0,980.0,2716.0,6.2,128492.0
199,AL,2015-09-01,602.5,93.3,4140956.0,207.5,286.86333333333334,1001.30658131877,191901.5,935.0,2794.0,6.1,128733.0
