,State,Year,Quarter,Month,BusinessApplications,ConstructionEmployees,ConstructionWages,HighPropensityBusinessApplications,HousePriceIdx,NewHousingPermits,RealGDP,TotalHighPropensityNAICs,TotalNAICs,UnemploymentRate,ZillowHomeValue
22,AK,2012,4,11,95.0,33.7,,40.0,,112.958246662376,,186.0,435.0,7.1,244087.0
23,AK,2012,4,12,98.0,33.6,,46.0,,50.830312965226604,,228.0,547.0,7.1,243901.0
24,AK,2013,1,1,130.0,33.7,1225876.0,57.5,291.44,97.18821415072179,56769.5,191.0,489.0,7.1,244369.0
25,AK,2013,1,2,127.5,33.9,,52.5,,91.25395378916589,,185.0,454.0,7.0,244751.0
26,AK,2013,1,3,124.0,34.2,,54.0,,111.01176420012,,177.0,434.0,7.0,245854.0
27,AK,2013,2,4,135.0,33.6,1242116.0,55.0,292.09,93.32579578654058,54798.0,190.0,463.0,7.0,246505.0
28,AK,2013,2,5,130.0,33.4,,57.5,,91.9646019778148,,182.0,476.0,7.0,247261.0
29,AK,2013,2,6,104.0,33.8,,48.0,,91.65539110501459,,183.0,425.0,7.0,248592.0
30,AK,2013,3,7,87.5,33.8,1344576.0,40.0,295.08,86.31353127080841,55176.3,170.0,412.0,7.0,249879.0
31,AK,2013,3,8,98.0,34.2,,42.0,,79.0988778160055,,196.0,456.0,7.0,251228.0
32,AK,2013,3,9,87.5,34.4,,35.0,,103.39533553835501,,168.0,416.0,7.0,252008.0
33,AK,2013,4,10,95.0,34.0,1389888.0,40.0,296.38,89.78004912481241,54673.4,170.0,441.0,7.0,252400.0
34,AK,2013,4,11,102.0,34.3,,38.0,,90.76459872292259,,180.0,482.0,6.9,253079.0
35,AK,2013,4,12,85.0,34.6,,42.5,,60.87715979868629,,200.0,438.0,6.9,253840.0
36,AK,2014,1,1,112.5,34.6,1472096.0,55.0,293.54,133.259885351962,53780.7,192.0,461.0,6.9,254415.0
37,AK,2014,1,2,127.5,34.8,,57.5,,88.7194178038091,,189.0,432.0,6.9,255028.0
38,AK,2014,1,3,132.0,34.9,,60.0,,104.49533421960699,,213.0,466.0,6.9,255609.0
39,AK,2014,2,4,130.0,35.0,1432488.0,55.0,299.61,97.31496090658399,54013.5,184.0,447.0,6.9,256117.0
40,AK,2014,2,5,108.0,35.0,,54.0,,107.426170749437,,188.0,413.0,6.9,256098.0
41,AK,2014,2,6,112.5,34.9,,52.5,,79.7140818047771,,194.0,466.0,6.9,255757.0
42,AK,2014,3,7,87.5,35.0,1407212.0,45.0,303.38,105.482831560794,54271.9,203.0,428.0,6.8,256082.0
43,AK,2014,3,8,104.0,35.1,,40.0,,100.926674016129,,177.0,462.0,6.8,256806.0
44,AK,2014,3,9,92.5,35.3,,42.5,,103.29334340390801,,200.0,450.0,6.7,257620.0
45,AK,2014,4,10,95.0,35.4,1426816.0,47.5,302.34,144.002738906174,54686.8,204.0,460.0,6.5,258436.0
46,AK,2014,4,11,102.0,35.7,,42.0,,91.9658322713129,,201.0,484.0,6.4,258959.0
47,AK,2014,4,12,95.0,36.0,,40.0,,102.076220201945,,166.0,424.0,6.3,260135.0
48,AK,2015,1,1,128.0,36.2,1576456.0,64.0,305.3,88.13102916957399,55210.6,246.0,581.0,6.2,261023.0
49,AK,2015,1,2,130.0,36.1,,55.0,,89.6380359550695,,197.0,484.0,6.3,261695.0
50,AK,2015,1,3,140.0,36.4,,57.5,,89.0038473772933,,197.0,481.0,6.3,261888.0
51,AK,2015,2,4,135.0,36.2,1563048.0,62.5,308.47,100.178667711405,54650.5,203.0,467.0,6.3,262956.0
52,AK,2015,2,5,124.0,35.4,,50.0,,85.9643727490158,,185.0,452.0,6.3,264783.0
53,AK,2015,2,6,117.5,35.2,,55.0,,117.112955531906,,214.0,494.0,6.3,266524.0
54,AK,2015,3,7,105.0,34.9,1480028.0,47.5,312.15,112.75840514562599,54560.8,214.0,487.0,6.2,267173.0
55,AK,2015,3,8,108.0,34.8,,48.0,,113.72871976013701,,214.0,488.0,6.2,266911.0
56,AK,2015,3,9,97.5,34.3,,47.5,,102.781654171872,,232.0,519.0,6.2,266581.0
57,AK,2015,4,10,130.0,34.3,1478308.0,64.0,312.99,134.19972139576998,54541.5,298.0,603.0,6.3,266545.0
58,AK,2015,4,11,92.5,33.8,,42.5,,110.303455805981,,206.0,470.0,6.3,267232.0
59,AK,2015,4,12,100.0,33.6,,47.5,,135.390708907201,,181.0,443.0,6.4,268353.0
60,AK,2016,1,1,130.0,33.0,1392656.0,58.0,313.68,141.431930731099,55065.2,225.0,594.0,6.4,269609.0
61,AK,2016,1,2,145.0,32.7,,60.0,,151.257288819796,,219.0,529.0,6.5,270716.0
62,AK,2016,1,3,157.5,32.3,,62.5,,135.488833600245,,224.0,546.0,6.5,270932.0
63,AK,2016,2,4,148.0,31.8,1358312.0,56.0,315.77,121.07546398567301,54197.5,201.0,522.0,6.5,270605.0
64,AK,2016,2,5,140.0,31.5,,65.0,,133.46487842424298,,225.0,548.0,6.6,270034.0
65,AK,2016,2,6,130.0,30.6,,60.0,,99.91012887762291,,212.0,519.0,6.6,269555.0
66,AK,2016,3,7,118.0,30.5,1339580.0,46.0,317.72,111.905652679874,53849.2,213.0,555.0,6.6,269487.0
67,AK,2016,3,8,112.5,30.0,,47.5,,109.44006351878001,,200.0,489.0,6.7,269066.0
68,AK,2016,3,9,105.0,29.5,,45.0,,160.683949677833,,220.0,525.0,6.7,269315.0
69,AK,2016,4,10,112.0,29.4,1261956.0,50.0,315.8,115.888338282554,53874.6,227.0,523.0,6.7,269555.0
70,AK,2016,4,11,97.5,29.5,,42.5,,131.903406157676,,211.0,513.0,6.7,270064.0
71,AK,2016,4,12,102.0,29.2,,44.0,,124.439313763552,,193.0,518.0,6.7,270180.0
72,AK,2017,1,1,140.0,28.9,1202700.0,55.0,317.45,103.908120913788,54049.9,185.0,531.0,6.6,270077.0
73,AK,2017,1,2,140.0,28.9,,55.0,,126.962492485973,,193.0,527.0,6.6,269836.0
74,AK,2017,1,3,150.0,28.4,,52.5,,114.69203730211099,,192.0,530.0,6.5,269491.0
75,AK,2017,2,4,164.0,28.3,1210880.0,62.0,318.02,149.426358519428,54133.8,205.0,584.0,6.5,269542.0
76,AK,2017,2,5,165.0,28.0,,67.5,,126.50547107700199,,226.0,635.0,6.5,269893.0
77,AK,2017,2,6,140.0,28.2,,47.5,,135.02187326550398,,187.0,583.0,6.5,270594.0
78,AK,2017,3,7,138.0,28.3,1224308.0,56.0,321.67,113.495963164859,54771.1,241.0,619.0,6.5,271108.0
79,AK,2017,3,8,140.0,28.4,,42.5,,146.838658286221,,185.0,601.0,6.5,271362.0
80,AK,2017,3,9,122.0,28.4,,42.0,,119.534563969509,,182.0,578.0,6.5,272016.0
81,AK,2017,4,10,125.0,28.0,1194932.0,42.5,321.95,133.335260458256,54159.9,188.0,571.0,6.5,272674.0
82,AK,2017,4,11,145.0,27.8,,37.5,,144.202829523096,,194.0,782.0,6.5,273036.0
83,AK,2017,4,12,160.0,27.6,,48.0,,130.446223130314,,220.0,834.0,6.4,272749.0
84,AK,2018,1,1,197.5,28.4,1263176.0,65.0,321.21,158.51508131186702,53587.9,224.0,750.0,6.3,272054.0
85,AK,2018,1,2,202.5,28.2,,55.0,,149.597852947987,,198.0,743.0,6.2,271622.0
86,AK,2018,1,3,216.0,28.3,,58.0,,153.581584335536,,210.0,765.0,6.1,271360.0
87,AK,2018,2,4,222.5,28.0,1275844.0,65.0,323.45,110.979693762964,53171.0,211.0,798.0,6.0,271414.0
88,AK,2018,2,5,217.5,28.0,,60.0,,149.348354167404,,197.0,797.0,5.9,271970.0
89,AK,2018,2,6,202.0,28.2,,52.0,,162.147422832841,,219.0,949.0,5.9,272604.0
90,AK,2018,3,7,175.0,28.1,1353300.0,45.0,323.77,127.427851117787,53245.9,188.0,778.0,5.9,273409.0
91,AK,2018,3,8,187.5,28.2,,47.5,,138.39251757863002,,196.0,834.0,5.8,273749.0
92,AK,2018,3,9,142.0,28.7,,38.0,,125.50624039280599,,150.0,598.0,5.8,273719.0
93,AK,2018,4,10,127.5,29.2,1412256.0,42.5,323.16,131.802517151792,53303.1,184.0,595.0,5.9,273762.0
94,AK,2018,4,11,172.5,29.2,,40.0,,129.627367927639,,189.0,893.0,5.9,274047.0
95,AK,2018,4,12,136.0,29.4,,40.0,,163.81969173888,,182.0,714.0,5.9,274462.0
96,AK,2019,1,1,165.0,29.5,1422812.0,52.5,326.23,122.21559543139601,53136.3,188.0,679.0,5.8,274886.0
97,AK,2019,1,2,205.0,29.6,,57.5,,115.615250305,,199.0,722.0,5.7,277223.0
98,AK,2019,1,3,192.0,29.6,,50.0,,128.423090498995,,181.0,681.0,5.6,280242.0
99,AK,2019,2,4,167.5,29.7,1437956.0,57.5,330.27,135.077293161858,53072.5,196.0,599.0,5.5,
100,AK,2019,2,5,155.0,29.7,,55.0,,160.41071194438499,,185.0,580.0,5.5,286482.0
101,AK,2019,2,6,134.0,29.7,,46.0,,105.466123925168,,195.0,578.0,5.5,287727.0
102,AK,2019,3,7,135.0,29.6,1377848.0,45.0,332.58,173.697297536945,53940.9,190.0,596.0,5.5,287514.0
103,AK,2019,3,8,142.0,29.8,,52.0,,154.34860991084102,,212.0,615.0,5.5,289114.0
104,AK,2019,3,9,165.0,29.9,,75.0,,184.597392758872,,376.0,799.0,5.4,295871.0
105,AK,2019,4,10,182.5,30.0,1422244.0,87.5,332.57,134.646284314118,53585.5,462.0,899.0,5.3,297896.0
106,AK,2019,4,11,152.0,30.1,,62.0,,137.522898629431,,190.0,671.0,5.2,299765.0
107,AK,2019,4,12,145.0,30.2,,52.5,,138.216508962471,,258.0,748.0,5.2,296297.0
108,AK,2020,1,1,165.0,30.0,1484424.0,55.0,335.91,144.415445358309,53030.0,196.0,635.0,5.2,297262.0
109,AK,2020,1,2,186.0,30.3,,62.0,,146.679562673108,,219.0,677.0,5.2,295518.0
110,AK,2020,1,3,172.5,30.0,,55.0,,44.1806642895696,,194.0,609.0,5.2,293724.0
111,AK,2020,2,4,147.5,26.6,1264376.0,45.0,339.37,89.0899183534533,48540.1,147.0,529.0,11.9,291072.0
112,AK,2020,2,5,170.0,26.1,,58.0,,97.5369633447078,,206.0,689.0,11.9,291100.0
113,AK,2020,2,6,187.5,25.7,,55.0,,115.65584192851601,,218.0,808.0,11.3,290882.0
114,AK,2020,3,7,170.0,25.0,1346276.0,52.5,343.55,126.877655148269,50181.2,226.0,767.0,11.2,291250.0
115,AK,2020,3,8,172.0,25.7,,58.0,,135.185522840243,,239.0,746.0,7.8,291900.0
116,AK,2020,3,9,140.0,26.1,,50.0,,132.857365673715,,228.0,665.0,7.7,291800.0
117,AK,2020,4,10,136.0,25.9,1418440.0,48.0,346.87,157.30996632329598,51069.4,216.0,652.0,7.3,293073.0
118,AK,2020,4,11,120.0,26.0,,47.5,,147.499442058359,,226.0,622.0,7.2,293980.0
119,AK,2020,4,12,153.33333333333334,26.0,,53.333333333333336,,158.86221579292,,208.0,609.0,7.3,297359.0
120,AK,2021,1,1,176.0,26.1,1316072.0,60.0,350.14,142.872395753893,50690.3,239.0,716.0,7.1,299011.0
121,AK,2021,1,2,182.5,25.9,,60.0,,142.268436329022,,208.0,655.0,7.0,299422.0
122,AK,2021,1,3,195.0,26.0,,70.0,,148.889932656376,,269.0,687.0,7.0,299004.0
123,AK,2021,2,4,182.5,25.9,1320068.0,70.0,363.2,151.059283620709,50707.9,230.0,657.0,7.0,299768.0
124,AK,2021,2,5,166.0,26.0,,70.0,,121.57686144569,,252.0,626.0,6.8,301273.0
125,AK,2021,2,6,155.0,26.4,,57.5,,129.35642831724002,,220.0,668.0,6.8,302473.0
126,AK,2021,3,7,136.0,26.8,1417692.0,52.0,380.28,137.201697739933,50935.9,226.0,614.0,6.5,303313.0
127,AK,2021,3,8,150.0,26.6,,52.5,,122.26964223072099,,220.0,651.0,6.3,304937.0
128,AK,2021,3,9,142.5,26.2,,47.5,,120.86762968499,,225.0,676.0,5.9,306205.0
129,AK,2021,4,10,150.0,26.6,1442212.0,54.0,385.65,133.27537122251698,51143.5,260.0,695.0,5.7,307376.0
130,AK,2021,4,11,147.5,27.1,,52.5,,134.573244550671,,262.0,773.0,5.5,306274.0
131,AK,2021,4,12,150.0,26.9,,55.0,,124.523522583404,,251.0,715.0,5.5,307416.0
132,AK,2022,1,1,170.0,27.0,1370664.0,62.0,395.6,139.586298758103,49070.4,246.0,733.0,5.6,308496.0
133,AK,2022,1,2,192.5,27.1,,72.5,,154.106349447446,,264.0,703.0,5.3,312784.0
134,AK,2022,1,3,200.0,27.5,,70.0,,151.557707012798,,250.0,696.0,4.9,314173.0
135,AK,2022,2,4,196.0,27.6,1410451.0,76.0,416.22,134.73142392776398,48963.4,260.0,711.0,4.8,318100.0
136,AK,2022,2,5,182.5,27.9,,67.5,,131.218814063554,,236.0,713.0,4.6,321167.0
137,AK,2022,2,6,145.0,28.8,,55.0,,108.70403249503201,,226.0,648.0,4.6,326870.0
138,AK,2022,3,7,150.0,29.0,,60.0,,103.92648306823,,261.0,685.0,4.5,331507.0
139,AK,2022,3,8,145.0,29.3,,45.0,,114.329222788209,,188.0,637.0,4.6,334893.0
140,AK,2022,3,9,145.0,29.7,,55.0,,119.741274570036,,296.0,757.0,4.4,336813.0
141,AK,2022,4,10,164.0,29.8,,58.0,,96.0725944098919,,252.0,727.0,4.5,337222.0
142,AK,2022,4,11,160.0,,,60.0,,,,,,,
143,AL,2011,1,1,578.0,92.5,3722096.0,246.0,278.78,1018.13105673616,185740.7,1045.0,2539.0,10.1,125674.0
144,AL,2011,1,2,725.0,93.2,,295.0,,891.2689593568609,,1072.0,2584.0,10.0,125074.0
145,AL,2011,1,3,615.0,93.4,,245.0,,902.673500247632,,912.0,2333.0,9.9,124701.0
146,AL,2011,2,4,606.0,93.2,3623728.0,248.0,275.05,642.336540317257,186746.9,989.0,2393.0,9.9,124373.0
147,AL,2011,2,5,460.0,93.6,,202.5,,712.266837442633,,825.0,1886.0,9.8,124127.0
148,AL,2011,2,6,570.0,93.2,,245.0,,831.028907389588,,1064.0,2512.0,9.8,123824.0
149,AL,2011,3,7,542.0,92.9,3566200.0,236.0,277.27,808.449478993423,187669.2,1085.0,2533.0,9.7,123496.0
150,AL,2011,3,8,567.5,92.8,,240.0,,821.4995563269,,1020.0,2490.0,9.6,123170.0
151,AL,2011,3,9,555.0,93.2,,242.5,,899.2046287870301,,1070.0,2524.0,9.4,122786.0
152,AL,2011,4,10,518.0,92.7,3531464.0,222.0,279.38,960.3615052461549,190266.5,977.0,2286.0,9.2,122390.0
153,AL,2011,4,11,510.0,93.0,,202.5,,950.031893413568,,1002.0,2520.0,8.9,121858.0
154,AL,2011,4,12,480.0,93.1,,192.0,,903.714356589606,,1052.0,2711.0,8.7,121478.0
155,AL,2012,1,1,627.5,92.6,3710780.0,252.5,276.49,895.557105704205,190077.6,1008.0,2534.0,8.5,121428.0
156,AL,2012,1,2,710.0,92.4,,287.5,,795.3626980402161,,1038.0,2500.0,8.4,121454.0
157,AL,2012,1,3,678.0,92.4,,268.0,,1013.9194467876899,,1000.0,2549.0,8.4,121573.0
158,AL,2012,2,4,637.5,93.1,3712156.0,262.5,274.56,726.828620433607,190536.7,1057.0,2525.0,8.4,121446.0
159,AL,2012,2,5,630.0,91.9,,255.0,,1099.2582848995598,,1046.0,2635.0,8.4,121445.0
160,AL,2012,2,6,542.0,91.8,,226.0,,935.0958389703709,,960.0,2371.0,8.3,121342.0
161,AL,2012,3,7,532.5,91.9,3648668.0,215.0,276.46,1161.0132398788699,188418.1,977.0,2492.0,8.2,121326.0
162,AL,2012,3,8,565.0,92.1,,232.5,,1143.0788437089,,976.0,2471.0,8.1,121290.0
163,AL,2012,3,9,500.0,92.1,,196.0,,832.984666887054,,828.0,2224.0,7.9,121341.0
164,AL,2012,4,10,517.5,92.4,3748788.0,195.0,276.94,823.166348822237,187949.6,876.0,2307.0,7.8,121389.0
165,AL,2012,4,11,460.0,92.3,,185.0,,1087.33872100899,,909.0,2245.0,7.8,121554.0
166,AL,2012,4,12,522.0,91.8,,214.0,,672.448830045769,,1259.0,3144.0,7.7,121658.0
167,AL,2013,1,1,647.5,91.9,3701600.0,240.0,274.17,930.965980172861,191903.7,948.0,2682.0,7.6,121859.0
168,AL,2013,1,2,710.0,91.2,,255.0,,825.97203330259,,923.0,2422.0,7.6,122016.0
169,AL,2013,1,3,656.0,92.3,,262.0,,786.80865228219,,967.0,2417.0,7.5,122345.0
170,AL,2013,2,4,607.5,92.7,3745720.0,232.5,274.85,1032.8711415405198,191053.3,915.0,2396.0,7.4,122618.0
171,AL,2013,2,5,527.5,91.7,,207.5,,1133.61790388888,,837.0,2153.0,7.3,122764.0
172,AL,2013,2,6,540.0,91.8,,214.0,,791.461539043804,,952.0,2487.0,7.3,122859.0
173,AL,2013,3,7,497.5,91.0,3716416.0,187.5,274.28,922.406026429581,192256.9,859.0,2334.0,7.2,122968.0
174,AL,2013,3,8,556.0,91.3,,208.0,,820.059594643614,,879.0,2446.0,7.2,123232.0
175,AL,2013,3,9,550.0,90.9,,210.0,,1006.0136689198401,,935.0,2538.0,7.2,123421.0
176,AL,2013,4,10,570.0,90.9,3709732.0,217.5,273.19,968.483536309815,190265.3,982.0,2543.0,7.2,123578.0
177,AL,2013,4,11,504.0,90.3,,192.0,,827.1923743892951,,932.0,2535.0,7.2,123726.0
178,AL,2013,4,12,460.0,90.9,,175.0,,912.0696647760899,,977.0,2595.0,7.2,123920.0
179,AL,2014,1,1,605.0,90.3,3871584.0,225.0,274.9,847.2014794035131,187517.5,842.0,2382.0,7.2,124074.0
180,AL,2014,1,2,690.0,90.6,,235.0,,1452.0256616342099,,928.0,2519.0,7.1,124160.0
181,AL,2014,1,3,692.0,90.7,,256.0,,1174.14771427011,,928.0,2543.0,7.1,124256.0
182,AL,2014,2,4,632.5,91.1,3870200.0,235.0,275.72,905.237982525898,189967.8,924.0,2500.0,7.0,124495.0
183,AL,2014,2,5,562.0,91.1,,224.0,,859.278658295686,,929.0,2401.0,6.9,124856.0
184,AL,2014,2,6,567.5,91.6,,220.0,,1133.74519026204,,923.0,2458.0,6.8,125227.0
185,AL,2014,3,7,520.0,91.9,3921688.0,212.5,278.7,1073.06598504525,191075.8,975.0,2464.0,6.7,125539.0
186,AL,2014,3,8,564.0,92.1,,232.0,,1082.31462352636,,972.0,2445.0,6.6,125825.0
187,AL,2014,3,9,532.5,92.4,,207.5,,1008.96958989785,,929.0,2448.0,6.5,126007.0
188,AL,2014,4,10,542.5,92.7,3991044.0,210.0,279.98,1301.38174021483,190984.2,972.0,2541.0,6.4,126208.0
189,AL,2014,4,11,496.0,92.6,,196.0,,815.775405534888,,939.0,2430.0,6.3,126448.0
190,AL,2014,4,12,435.0,92.2,,180.0,,1157.28504165926,,883.0,2133.0,6.2,126679.0
191,AL,2015,1,1,672.0,91.8,3990100.0,254.0,283.0,1042.2586073268499,189878.6,1142.0,3141.0,6.1,126904.0
192,AL,2015,1,2,720.0,92.0,,265.0,,1428.69255614017,,948.0,2518.0,6.1,127085.0
193,AL,2015,1,3,680.0,90.9,,242.5,,876.554294150385,,909.0,2521.0,6.1,127399.0
194,AL,2015,2,4,655.0,91.7,4074972.0,247.5,283.84,1085.95203568511,191535.8,959.0,2540.0,6.1,127687.0
195,AL,2015,2,5,574.0,92.1,,204.0,,1089.35185063134,,836.0,2437.0,6.1,127928.0
196,AL,2015,2,6,587.5,92.7,,220.0,,1133.54764594045,,937.0,2537.0,6.2,128086.0
197,AL,2015,3,7,567.5,92.6,4114540.0,210.0,285.55,967.333720077119,192148.5,937.0,2676.0,6.2,128294.0
198,AL,2015,3,8,624.0,93.2,,230.0,,1797.8803609484803,,980.0,2716.0,6.2,128492.0
199,AL,2015,3,9,602.5,93.3,,207.5,,1001.30658131877,,935.0,2794.0,6.1,128733.0
200,AL,2015,4,10,592.0,93.5,4154164.0,214.0,287.52,1007.74584818547,191778.0,957.0,2724.0,6.1,128858.0
201,AL,2015,4,11,507.5,93.4,,170.0,,1194.6492921778301,,900.0,2633.0,6.1,128982.0
202,AL,2015,4,12,515.0,94.1,,182.5,,1323.64958534012,,930.0,2615.0,6.1,129192.0
203,AL,2016,1,1,684.0,95.5,4408268.0,248.0,288.04,1237.87619378358,193112.6,1052.0,3078.0,6.1,129449.0
204,AL,2016,1,2,767.5,93.7,,262.5,,1151.12788269433,,944.0,2698.0,6.0,129791.0
205,AL,2016,1,3,740.0,93.8,,265.0,,1174.7778088041198,,977.0,2654.0,6.0,130122.0
206,AL,2016,2,4,704.0,94.5,4355032.0,242.0,292.22,1371.51511845145,194227.5,968.0,2802.0,5.9,130581.0
207,AL,2016,2,5,680.0,93.7,,242.5,,1071.43163297265,,999.0,2944.0,5.9,130918.0
208,AL,2016,2,6,642.5,93.2,,225.0,,1465.19374542241,,893.0,2540.0,5.9,131223.0
209,AL,2016,3,7,620.0,93.3,4278240.0,210.0,296.84,975.484381360582,194380.5,1030.0,3128.0,5.9,131411.0
210,AL,2016,3,8,672.5,92.4,,250.0,,1143.74064280876,,1008.0,2879.0,5.9,131695.0
211,AL,2016,3,9,625.0,93.8,,205.0,,1305.47736116134,,971.0,2965.0,5.9,131953.0
212,AL,2016,4,10,620.0,92.6,4388656.0,212.0,295.99,1111.86849037849,195414.6,950.0,2853.0,5.9,132325.0
213,AL,2016,4,11,572.5,92.6,,195.0,,1119.2106375923402,,1035.0,3021.0,5.8,132755.0
214,AL,2016,4,12,560.0,93.8,,180.0,,1013.9677589981,,1003.0,3184.0,5.7,133242.0
215,AL,2017,1,1,805.0,95.3,4624408.0,277.5,297.54,1103.3152409961301,196339.2,1010.0,3048.0,5.5,133537.0
216,AL,2017,1,2,875.0,95.3,,287.5,,1217.17022331996,,1026.0,3080.0,5.2,133785.0
217,AL,2017,1,3,842.5,95.0,,265.0,,1302.0733410964099,,988.0,2998.0,5.0,134053.0
218,AL,2017,2,4,764.0,93.5,4450996.0,240.0,301.13,970.1382064001269,196230.9,961.0,2976.0,4.8,134458.0
219,AL,2017,2,5,732.5,94.7,,250.0,,1243.10953964923,,972.0,3010.0,4.6,134848.0
220,AL,2017,2,6,692.5,94.5,,232.5,,1194.61575492311,,1051.0,3097.0,4.4,135119.0
221,AL,2017,3,7,660.0,94.6,4583072.0,220.0,304.01,1101.68165872158,196784.7,978.0,3009.0,4.3,135453.0
222,AL,2017,3,8,697.5,95.3,,227.5,,1121.95555783834,,955.0,3080.0,4.2,135876.0
223,AL,2017,3,9,676.0,95.5,,222.0,,1411.40540475874,,1010.0,3134.0,4.1,136459.0
224,AL,2017,4,10,667.5,96.8,4624420.0,212.5,306.08,1174.01333676215,198544.8,979.0,3202.0,4.0,136943.0
225,AL,2017,4,11,637.5,96.2,,202.5,,1324.00521768761,,1059.0,3318.0,4.0,137358.0
226,AL,2017,4,12,554.0,96.3,,180.0,,1426.64477406271,,997.0,3134.0,4.0,137923.0
227,AL,2018,1,1,892.5,96.5,4751896.0,285.0,309.53,1227.49095046839,199763.1,1023.0,3342.0,4.0,138453.0
228,AL,2018,1,2,942.5,97.9,,280.0,,1307.08385082869,,990.0,3323.0,4.0,139019.0
229,AL,2018,1,3,968.0,97.7,,278.0,,1064.48425381324,,1053.0,3449.0,4.0,139493.0
230,AL,2018,2,4,895.0,98.0,4828028.0,260.0,314.07,1258.87377989429,200149.4,1022.0,3482.0,4.0,140063.0
231,AL,2018,2,5,862.5,98.5,,262.5,,1519.2112164374898,,1058.0,3625.0,3.9,140689.0
232,AL,2018,2,6,834.0,99.2,,238.0,,1097.6963546742402,,1026.0,3652.0,3.9,141361.0
233,AL,2018,3,7,775.0,99.4,4999860.0,220.0,317.02,1222.34349605604,200286.4,996.0,3579.0,3.9,142115.0
234,AL,2018,3,8,855.0,99.8,,260.0,,1306.89185769503,,1070.0,3747.0,3.9,142787.0
235,AL,2018,3,9,728.0,100.5,,232.0,,1062.35850995494,,1060.0,3383.0,3.9,143408.0
236,AL,2018,4,10,707.5,100.9,5132984.0,227.5,317.8,1195.58287683673,201291.6,1059.0,3415.0,3.9,143942.0
237,AL,2018,4,11,690.0,100.9,,187.5,,1339.2573578997699,,1015.0,3643.0,3.8,144599.0
238,AL,2018,4,12,626.0,101.1,,190.0,,923.804919761083,,1048.0,3581.0,3.8,145128.0
239,AL,2019,1,1,920.0,101.8,5242216.0,292.5,323.63,1180.98539856584,202118.2,1084.0,3629.0,3.7,145672.0
240,AL,2019,1,2,1110.0,102.1,,310.0,,1146.7501393931698,,1067.0,3839.0,3.6,146189.0
241,AL,2019,1,3,1036.0,102.8,,282.0,,1197.8663784073801,,1030.0,3620.0,3.4,146708.0
242,AL,2019,2,4,885.0,103.3,5406152.0,270.0,327.99,1394.51881170863,202918.2,1067.0,3416.0,3.2,147194.0
243,AL,2019,2,5,785.0,103.6,,255.0,,1283.0203931122098,,997.0,3197.0,3.1,147672.0
244,AL,2019,2,6,726.0,103.9,,236.0,,1263.22636180261,,1071.0,3251.0,2.9,148261.0
